name	url	genome
DRR000770	https://zenodo.org/records/3263975/files/DRR000770.fastqsanger.gz	dm6
DRR000771	https://zenodo.org/records/3263975/files/DRR000771.fastqsanger.gz	dm6
DRR000772	https://zenodo.org/records/3263975/files/DRR000772.fastqsanger.gz	dm6
DRR000773	https://zenodo.org/records/3263975/files/DRR000773.fastqsanger.gz	dm6
